Time of Day,Temperature,Humidity,CO2_InfraredSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
afternoon,19.46,54.04627064341502,88.33445284338372,457.6408359562404,675.4156851189789,608.6130334648532,1.0,6528,heating_active,bright,High Activity
night,20.50550206445115,53.52063877116229,117.43552187594901,449.3151517624285,675.9527669565304,605.2838565388197,1.0,9385,heating_active,moderate,High Activity
afternoon,20.410097281406212,53.57115197535757,104.20801358441202,409.4961168667527,829.3916638156387,608.5319904854679,1.0,9385,off,very_bright,High Activity
night,15.66633890572023,51.99759633436707,119.9543048604347,481.64204619188774,761.6907888944367,628.1923418886059,1.0,1374,maintenance_mode,bright,High Activity
night,18.38217234319577,50.48710354240564,129.32723083949585,488.31268205721443,706.881072562041,640.8771408105362,1.0,6431,off,very_bright,High Activity
morning,18.11177882598923,49.595264884846635,111.96958001682587,429.17122819089974,686.1611571759887,598.4085326031924,1.0,3418,heating_active,moderate,High Activity
afternoon,19.65563126184376,46.39582244562103,85.15159386811041,498.4649403676832,706.3169487810644,643.1185612942974,1.0,5693,heating_active,moderate,High Activity
evening,22.279111497348204,48.369120316476824,116.30575310753272,489.7555615950602,676.4781897709177,596.1583984053659,1.0,4129,off,moderate,High Activity
night,18.766457384681246,51.26,138.0257553533372,479.77947033519786,696.8761926818655,618.3747363537526,1.0,7963,heating_active,very_bright,High Activity
morning,19.447023249794196,56.93618599835358,113.21480623755988,463.97306938604567,690.4261579759711,614.0570872698596,2.0,7241,heating_active,bright,High Activity
evening,22.311149853673427,46.57208693276123,118.53205393187996,432.74874850834266,696.8609961576689,639.4979657300987,1.0,5820,heating_active,moderate,High Activity
morning,19.357905197841305,46.81997450239204,95.7736219188781,403.30022970799234,714.9992944763784,629.5284469734249,1.0,2105,off,very_bright,High Activity
morning,18.401915314885407,50.73215808050319,118.85906533084761,409.7325071530756,668.7094465621403,580.3994026022527,1.0,3418,eco_mode,very_dim,High Activity
morning,19.88179244432839,49.46,118.6019531659317,488.88079749361174,691.2342209520867,641.0201229745619,1.0,1826,cooling_active,moderate,High Activity
night,21.29085291967544,52.53085291967544,111.48776313833737,496.1379023787134,667.3947471136707,605.4194667566336,1.0,6817,off,bright,High Activity
morning,20.275090389508406,49.81603306652857,115.09853345351675,468.12964295563205,705.032842818906,627.637461808735,1.0,2105,maintenance_mode,moderate,High Activity
afternoon,19.07550916607324,55.22726078407883,82.1328778558579,517.725518835368,710.045618295664,642.803552141671,0.0,6528,heating_active,dim,High Activity
afternoon,17.77221289382773,49.17397750863655,89.58680979503615,469.88428968172974,714.1066330130742,649.0929870754077,0.0,3418,eco_mode,moderate,High Activity
night,20.08864826736635,52.560997874631596,136.55692629320848,423.06298310880015,681.2116465073482,591.2162495469959,1.0,6847,off,moderate,High Activity
morning,19.828553171035864,52.953915692771965,106.84361037841124,435.8661015365481,651.4426486702689,578.6198040051072,1.0,6528,maintenance_mode,moderate,High Activity
afternoon,17.645376820204508,47.342965170895674,74.77870150633754,385.8687737712541,699.2674994813017,636.4265615469909,1.0,5820,heating_active,bright,High Activity
afternoon,21.360955468802665,56.83014419524855,115.49955631157725,520.3318660014171,700.0936899043493,633.3889321419866,0.0,6817,ventilation_only,dim,High Activity
afternoon,18.773246006714874,51.831196376135466,83.74449523843131,541.1889930183804,730.3750570294853,679.3321363118769,0.0,2847,maintenance_mode,moderate,High Activity
afternoon,20.009753142008176,50.48083314572241,102.77303938917352,429.08269002627105,683.1831093411021,613.7896937906414,1.0,7241,heating_active,moderate,High Activity
afternoon,19.036346217874065,51.485480673188896,99.54298493030542,494.04671586600585,715.2731603350222,651.420980148663,1.0,2847,eco_mode,moderate,High Activity
morning,19.583118336117234,50.985,122.61521689633241,469.70248583435273,692.8043083780053,627.1598169146532,1.0,7395,maintenance_mode,very_bright,High Activity
morning,19.554444223189794,51.77764726741473,107.7952837469753,482.77579626968827,673.5042141789215,609.2441100235308,1.0,2847,heating_active,very_bright,High Activity
morning,19.668266715958108,52.95790887782988,98.11383137097616,493.26625642170404,494.8248005243988,628.5560768987101,1.0,9173,heating_active,dim,High Activity
afternoon,19.17,52.0,76.92789402992254,534.8063061940871,726.5202229612337,656.3600899365251,1.0,3856,cooling_active,very_bright,High Activity
evening,21.827775761093626,48.462685839322376,109.3419174925889,422.9660971251373,687.7099173197564,596.658476509036,2.0,9658,cooling_active,moderate,High Activity
morning,17.04712622931321,49.58525482366549,119.27000071872637,494.85189241395034,696.1324101180369,647.1395210205533,1.0,2679,ventilation_only,moderate,High Activity
morning,19.713708299064738,55.12379733261557,113.90102401269314,459.45895246227036,679.2784688540565,610.7563150559475,2.0,7241,heating_active,moderate,High Activity
evening,22.821001729316322,53.85961206797911,112.42976303559158,460.3714696713063,683.0375083557498,602.4322013641722,1.0,7241,ventilation_only,moderate,High Activity
evening,19.535452918200804,47.787558942452435,114.25724642391603,485.0202345011222,686.7146973135755,606.2618349778384,1.0,4129,cooling_active,very_bright,High Activity
afternoon,21.694062061257384,51.874287580848346,188.50808453594576,472.6893712341751,679.4088212862966,616.4821242040955,1.0,4703,maintenance_mode,very_bright,High Activity
afternoon,20.633791043639473,47.14263325029027,106.94047209341151,495.4533121153091,715.2290237239117,659.7898793987648,0.0,5820,heating_active,very_bright,High Activity
afternoon,19.805386739445737,54.178627994503444,97.28015400863029,497.21170104000055,706.9656859878611,639.7085205383266,1.0,3856,cooling_active,very_bright,High Activity
morning,19.053325339516707,52.580023981449884,118.12013127219932,444.5727714354402,708.311857058226,623.1476149568884,1.0,6847,eco_mode,very_bright,High Activity
evening,22.411698787399356,48.34822412284218,116.61415900821805,492.5180711702563,672.3367398274537,594.4064507801769,1.0,4129,maintenance_mode,dim,High Activity
evening,18.863768316797,51.06960959638122,106.2567604560812,471.5182799816549,705.9318670236131,621.2012837689152,1.0,2105,off,moderate,High Activity
morning,19.387616845265487,50.4795546708329,113.69659909421529,450.0721280591145,695.9086974124234,624.8058383725867,1.0,2105,off,moderate,High Activity
morning,11.278115890223946,43.23305412451388,90.95996235873804,391.33682988230964,723.6217438201292,626.6778247465819,1.0,3418,heating_active,moderate,High Activity
morning,19.02435675059746,53.08692974820763,106.55744484502699,474.5373362766675,692.9209168634991,625.0760059339917,1.0,2847,maintenance_mode,moderate,High Activity
afternoon,19.08,55.6,58.48358665752687,521.9806366656086,708.7567457799047,635.5982508688237,0.0,6528,cooling_active,moderate,High Activity
morning,19.873333780481623,58.658888739839455,119.37456959642077,492.27243564089133,684.7531586616761,610.508252995672,1.0,3592,maintenance_mode,very_bright,High Activity
night,19.581000866663395,53.647720307586596,111.75110516063867,444.77474953879107,654.610016021267,572.9763863744361,1.0,3856,eco_mode,very_bright,High Activity
afternoon,19.05315642811249,54.39102909904871,86.39665973627673,465.1490223196616,688.1626634963776,619.1148265682056,1.0,6528,cooling_active,very_bright,High Activity
evening,21.282624199351787,47.09623813283852,110.15671217256573,430.26421422295346,694.8100734463,634.2702272263488,1.0,5820,off,bright,High Activity
night,20.555472874035125,53.90488678352701,111.19641063355873,467.42070754357724,685.2853381911114,611.2575524118787,1.0,5693,cooling_active,very_bright,High Activity
afternoon,19.11490407687836,54.30093588265934,88.71795162290545,464.81803295596694,686.304484541124,619.9240923058981,1.0,6528,eco_mode,very_bright,High Activity
morning,17.92161803796042,50.92441202530694,112.80420887218682,444.3159510603394,691.870652326685,606.6435111520511,1.0,3418,heating_active,very_bright,High Activity
evening,20.829929490610997,46.384673562362764,102.9187561768153,456.7188806668097,502.81345583581594,612.289294228187,1.0,1434,off,bright,High Activity
morning,20.006196442720633,55.47262974964212,114.0040418893531,513.6918049374691,685.7989122134063,612.4653386957813,1.0,1458,maintenance_mode,bright,High Activity
evening,20.79410219807164,52.56134122093338,114.35647500849484,483.64778354778497,696.1645117797744,619.9585057874094,1.0,4507,maintenance_mode,dim,High Activity
night,19.091488895652745,51.69929134975776,115.42698258802076,490.2673659487619,692.6343397475271,635.4219399661984,1.0,8374,maintenance_mode,bright,High Activity
evening,23.487674885287902,44.83830398111463,124.62565567644305,456.5011531888249,680.6326383274007,625.8021347456912,1.0,1374,heating_active,moderate,High Activity
evening,19.92629454409871,47.59,111.58114586836557,447.55868617254555,663.88436236831,601.9993218179994,2.0,6431,cooling_active,bright,High Activity
night,18.41913734242115,53.78080969901671,133.3342771253246,480.00711169210575,688.6385151849556,629.9610477535581,1.0,7963,heating_active,very_bright,High Activity
morning,19.44727370384891,53.56804998039708,118.27777528345473,471.2125074057419,692.3686461273016,616.8982271069027,2.0,7241,heating_active,moderate,High Activity
afternoon,18.900518241309307,54.80850567923291,90.01997543743137,473.79179481542815,693.616022156228,618.076796961901,1.0,4507,maintenance_mode,very_bright,High Activity
morning,19.654083147945414,53.10865474811862,99.3585395036802,491.778011003048,493.627443823479,627.7811784246263,1.0,9169,eco_mode,dim,High Activity
morning,27.74732487018923,55.15526127181204,118.91671240274847,507.6655885082936,703.5680294177542,637.4588058276861,1.0,9658,heating_active,bright,High Activity
morning,19.545811646583562,55.68486987950138,118.70482084695361,481.0007547854186,696.5259076322955,630.4212127795303,1.0,2847,eco_mode,moderate,High Activity
afternoon,14.35307150777958,52.956062371630395,209.48641799954544,457.31471919665984,699.4125401966284,617.8791858989372,1.0,4129,off,bright,High Activity
evening,21.788752916742748,44.72000966370731,108.1630794351671,464.9920271897671,671.4548227706626,601.7486851017815,2.0,2679,maintenance_mode,very_bright,High Activity
night,19.24527769644123,56.58962973807836,110.56432407111848,480.4482696779613,625.6639704670353,589.5509797205696,1.0,3856,eco_mode,bright,High Activity
night,19.358679506756484,56.454150616554394,107.91920743114258,475.3344496786988,608.5720296843264,590.356997655939,1.0,3856,eco_mode,dim,High Activity
afternoon,20.55927351752095,53.549783786437715,92.88481077561303,506.3302024126204,693.5120789484102,626.7262833539495,1.0,1903,eco_mode,very_bright,High Activity
afternoon,22.312632079780194,49.192421173532715,105.27703645875637,463.8378007064614,685.1498720926519,616.7851872733031,1.0,4507,maintenance_mode,very_bright,High Activity
afternoon,23.42055162773705,46.92391342027742,111.3830695088875,450.7763250115234,673.8964452752169,607.5922146909787,1.0,4507,maintenance_mode,bright,High Activity
night,20.1937560521299,48.05381640925895,114.85502166996098,455.592434341126,692.296369810921,621.8377927961265,1.0,6431,heating_active,very_bright,High Activity
morning,19.250874919096123,51.97616564852417,132.50856601501076,487.89315169705844,682.7390892710334,609.5327676155993,1.0,4507,heating_active,moderate,High Activity
evening,20.806697809828332,43.54080931757642,100.32520588181089,499.1519454949491,694.6910637895518,618.1015705420607,1.0,8052,off,moderate,High Activity
morning,19.955869975635405,53.656367110506466,101.20235178793502,518.9237932019676,664.9887683072484,603.4823545816772,1.0,1458,eco_mode,very_bright,High Activity
morning,16.902403319513727,53.60478607148086,119.44043347760828,482.9652798330658,679.7579972214484,604.4117422118081,2.0,9184,maintenance_mode,moderate,High Activity
night,19.4617088360033,50.414991456333894,113.13850681054876,457.1435225219165,689.6312338534193,620.0251880970787,1.0,2105,heating_active,bright,High Activity
evening,18.96933504489456,52.48584549353657,72.96619308408799,550.1913610421241,710.1470291627828,659.1217482305415,0.0,3592,cooling_active,very_bright,High Activity
morning,19.95307938648093,54.70529008323587,115.49553847483777,491.7496075414713,664.6473941306821,586.2761730306623,2.0,7058,eco_mode,bright,High Activity
night,20.159897761726977,48.09364969208591,114.92420304816976,455.83379249204955,692.5165819978487,622.2319149014721,1.0,6431,heating_active,very_bright,High Activity
morning,18.941494236104138,53.36402305558345,107.82859993927093,493.36927235215296,703.9901165843842,647.7226013221118,1.0,9241,heating_active,bright,High Activity
afternoon,22.58431223886816,48.37036178628966,103.75297455638417,475.1485114240975,691.6479095424166,622.9182180536617,1.0,1826,off,very_bright,High Activity
night,22.144724410346125,55.955611365554,147.0617981135643,460.21528617689853,658.5181526725424,591.576122270165,2.0,5214,cooling_active,dim,High Activity
evening,23.340145450768073,53.48074860944696,107.02456164527491,478.78199189928677,669.0489332806728,606.8016716111965,1.0,1459,eco_mode,moderate,High Activity
morning,19.441436870382795,55.88675442131027,113.24372502177368,463.16149891438056,691.4831309082133,612.8864898870861,2.0,7241,heating_active,bright,High Activity
afternoon,19.27297648059912,54.14740470388018,91.36072373614924,460.80470324904024,673.2618232532797,610.0427247520134,1.0,6528,maintenance_mode,dim,High Activity
afternoon,18.449433917319194,52.14608081157621,79.69909914005244,499.5384611404203,714.2982463406009,642.0875877492063,1.0,5172,heating_active,very_bright,High Activity
afternoon,19.373493092724296,53.262622739762385,87.4171714765204,405.51582390364007,702.7935569878197,623.4469255204469,1.0,7241,cooling_active,very_bright,High Activity
morning,19.36027543510626,52.909724564893736,112.35891190381246,483.8228922497794,673.6848854407949,615.511248518773,1.0,2847,heating_active,very_bright,High Activity
afternoon,19.0463315185505,51.302160314926745,95.5443534868348,500.72113685288156,712.9552929401631,642.8389230026157,1.0,2847,eco_mode,moderate,High Activity
afternoon,19.660597568972978,54.951890836058475,94.06661820521063,435.81949184900066,672.4874114869762,615.21855389236,1.0,1903,maintenance_mode,very_bright,High Activity
morning,20.39450661101804,52.23152910254979,105.15064022041496,491.51300668262894,695.7600093250558,640.6999741123594,1.0,9241,ventilation_only,moderate,High Activity
afternoon,19.372643102069482,54.11,89.09294608810785,460.61617740617794,680.3678609917762,616.9853348818184,1.0,6528,maintenance_mode,dim,High Activity
evening,21.158477112808118,46.6963738053801,110.07970631074579,428.3508905717884,687.8425157135738,628.8811437569217,1.0,5820,eco_mode,bright,High Activity
afternoon,26.112340315588234,53.096683272828805,90.19114582424083,496.2744464783139,671.1253430557188,617.8145489247669,0.0,1903,ventilation_only,moderate,High Activity
evening,24.2675462110102,43.76710041067649,136.46628947550613,454.6948483822959,690.5442017818358,607.8726051033317,1.0,8374,maintenance_mode,moderate,High Activity
afternoon,17.713349856534002,49.68,95.78947503982121,529.4407377032392,732.6588134270684,666.2296859766305,0.0,1374,heating_active,very_bright,High Activity
afternoon,17.96293151016967,45.77218557042652,80.33205439124694,534.7815899656123,735.0160434632862,684.3881172590167,0.0,3418,cooling_active,dim,High Activity
afternoon,21.70674285001768,49.73,102.5248738175345,469.24902011471863,682.9692468407325,617.2915653478232,1.0,4507,ventilation_only,very_bright,High Activity
morning,20.272092025526014,52.58661585344646,119.29089079826691,423.40480265833554,669.1680445310546,599.8239464319505,1.0,7395,maintenance_mode,very_bright,High Activity
morning,19.507410392975054,52.64922311789251,104.67298291760336,497.28198541773355,705.9491580204069,630.1406482571178,1.0,9241,eco_mode,moderate,High Activity
afternoon,19.3313381140376,53.50457718810107,88.90244354131495,468.47052764920863,673.5674690508592,607.5371365040816,1.0,6528,heating_active,bright,High Activity
afternoon,26.638191542124833,47.11884013358156,113.08689615049417,459.6088263082145,674.7891450202371,610.9785269586329,1.0,4507,maintenance_mode,dim,High Activity
morning,18.23678903520788,54.12042489845681,223.953223726584,491.18125223291946,683.1750835470239,611.039577768978,1.0,4129,off,very_bright,High Activity
evening,21.742445297866524,44.82164710660976,106.8967188574294,460.1839979847263,672.6837690518803,605.3328316954791,2.0,2679,maintenance_mode,very_bright,High Activity
afternoon,19.11525641329293,55.59118589667677,75.87303735219074,530.5425025152049,712.6115717227268,652.9111598526177,0.0,6528,maintenance_mode,bright,High Activity
morning,19.906954103616258,54.135424198512574,105.3975585718768,475.03189093775086,674.4729639202053,601.2592592476643,1.0,4703,eco_mode,very_bright,High Activity
afternoon,19.157258051852956,53.950584691665426,82.16481290583997,448.29814087310103,689.2116181636455,620.5150065051349,1.0,6528,eco_mode,bright,High Activity
night,21.03789907084921,52.29,111.34019052727155,501.6989261112342,675.1012656574194,611.5378731643884,1.0,6817,maintenance_mode,dim,High Activity
night,18.158234485383947,54.31441299335901,133.00939230000407,486.37415028507723,597.206375104116,600.1364793211636,1.0,7963,off,bright,High Activity
evening,20.274302017013092,45.191419408634815,101.73592998571135,519.494906406498,699.8232412848768,624.6706219870931,1.0,8052,cooling_active,very_bright,High Activity
evening,22.399798242417337,46.52782478002086,122.3329311169302,469.86456604376247,677.4091309049713,612.9632065778712,1.0,1374,off,bright,High Activity
morning,18.08066487040513,52.34516958559166,119.70790446967781,487.93354037566286,694.9478564045884,629.9174420251445,1.0,1374,eco_mode,bright,High Activity
afternoon,21.498963942040547,52.15855425627082,191.948950909176,472.74998268859053,679.2009856143584,614.7553146400185,1.0,4703,maintenance_mode,very_bright,High Activity
evening,22.86774749446717,49.0326522459222,99.10035412767466,460.45433648291055,678.3357222392619,588.6908568882743,1.0,9127,cooling_active,bright,High Activity
morning,19.573420200884485,55.57425389117474,121.05582483891895,467.48433728946804,690.239611041293,631.2439412442026,1.0,2847,heating_active,moderate,High Activity
evening,17.171941974272563,57.94275042434198,147.25170287665404,498.9125929779368,777.7599356543902,601.6497966588915,1.0,8936,eco_mode,moderate,High Activity
afternoon,19.62837045882331,53.76176519239358,164.05344224851632,473.5081273581377,683.144238087352,618.0048289713113,1.0,4507,heating_active,bright,High Activity
afternoon,23.57578483133016,42.280785937862994,85.46320810791381,516.0145892025741,705.7873824594499,640.6889797853918,1.0,5693,eco_mode,moderate,High Activity
afternoon,17.982635707143128,54.99010072214256,105.92551332061728,510.7026601619518,716.2846894437356,649.5898052172016,1.0,9658,maintenance_mode,moderate,High Activity
evening,20.235298332881715,45.30883055480285,97.49517343314628,500.8404913560764,700.7295393629822,624.2720258772904,1.0,8052,off,very_bright,High Activity
evening,20.66330339779915,45.87664222618956,107.38480573778479,455.04703367043624,677.5740674317016,602.3514705208611,2.0,2679,eco_mode,very_bright,High Activity
evening,21.361196067557273,48.661208356440795,24.972206178984663,462.12004550194024,687.1032719743179,607.535480983644,2.0,8374,ventilation_only,very_bright,High Activity
afternoon,18.396237706216386,51.72961492677961,82.26200809656378,522.5193855587709,711.2942519245128,644.1812373419442,1.0,5172,maintenance_mode,very_bright,High Activity
morning,19.229255830091905,52.60642323637608,107.18569832127746,496.99404522243276,694.5833334029041,632.2841943315738,1.0,9241,maintenance_mode,bright,High Activity
morning,19.090791374364827,56.54896512583061,111.26373031554542,481.9773437136555,666.1099242598755,597.6053620860043,1.0,3856,cooling_active,dim,High Activity
morning,19.392869549740848,52.833726669997326,118.03946595277783,473.20994041990855,694.6732633642283,624.04243091963,1.0,7395,maintenance_mode,very_bright,High Activity
night,20.73,52.39,124.44296601879049,415.9021208104055,672.416859804184,602.125868758261,1.0,7395,maintenance_mode,very_bright,High Activity
evening,18.957668743341216,54.29804591127438,82.48029581484683,542.1261662195809,716.4016657122507,648.2339849264887,0.0,6528,cooling_active,bright,High Activity
morning,19.856219651612143,55.40567353894999,129.08401553783074,467.2544087601694,672.0114848981516,607.05812854919,1.0,1903,heating_active,very_bright,High Activity
afternoon,19.309317941963535,49.7249850820822,85.68859760800132,526.379721929656,719.8369779346576,645.0001879439568,0.0,2847,cooling_active,moderate,High Activity
evening,18.612596724173063,49.317305216758,79.76335756916417,508.90943901888437,717.3432682257719,664.0409623574302,0.0,4703,heating_active,bright,High Activity
afternoon,17.670086221812127,48.48639560744587,90.90796997786724,469.0255891769716,715.91059325243,645.9603773525835,0.0,3418,eco_mode,moderate,High Activity
night,18.509233135725204,50.25110373094837,122.65139330271481,489.7943858059768,676.6234575834704,606.0721880347276,1.0,1374,heating_active,moderate,High Activity
morning,19.59,54.94999550425723,196.56548104017497,475.0153534606488,676.1393057053385,600.5012035091379,1.0,4703,maintenance_mode,moderate,High Activity
evening,19.81037504426641,47.93868692348268,112.66862868801836,432.19980873499406,499.80729252707584,599.4298715207497,2.0,6465,off,very_bright,High Activity
evening,22.463620566716237,53.820632167952446,126.88751757979168,484.3282940614573,666.2120109023459,594.8745142871267,1.0,8936,maintenance_mode,bright,High Activity
morning,19.47,53.48988281044094,109.55840661527647,469.7804355005925,672.392370712745,617.3884626071231,1.0,2847,eco_mode,moderate,High Activity
morning,18.695239089613796,51.32568422726572,117.50722627688207,444.27535966268164,704.5019477642139,628.4998279767378,1.0,2105,heating_active,bright,High Activity
morning,19.736233277505487,55.54133494237714,120.71487323090301,462.72343540013196,681.2428845234282,626.1034152219037,1.0,2847,eco_mode,moderate,High Activity
afternoon,19.591022734175112,51.823083851783316,113.97799518498951,484.9918745808773,702.3001615166495,629.6704751334651,1.0,4129,off,bright,High Activity
evening,22.94637186255995,45.86636250171587,117.86496648736966,456.976459793846,686.4001007787365,619.2822813941858,1.0,1374,ventilation_only,bright,High Activity
afternoon,20.270964122269714,47.37174992856057,94.1972201766074,516.1821148581682,717.9404028817302,643.0707868788962,0.0,3418,heating_active,moderate,High Activity
night,20.41132070600792,48.635001685387074,113.86252330404663,456.30189372121174,688.765794357026,615.8755299089487,1.0,2105,cooling_active,bright,High Activity
afternoon,17.480677345156934,45.54743920150224,76.73217182619044,437.5738127716832,701.753601182117,625.3894166451993,1.0,2679,maintenance_mode,very_bright,High Activity
afternoon,21.32087190088692,49.74328925612923,102.73572016466066,462.9688767160047,541.5408469201598,612.0801645781766,1.0,7395,heating_active,moderate,High Activity
morning,18.872718111129473,54.47305157642217,106.50063905040093,493.9745967280994,667.0979400639937,596.8566986149194,2.0,7058,eco_mode,dim,High Activity
morning,19.243328714908312,52.93278027942466,108.10632038251357,477.96479729731817,682.1667794394871,616.712419367489,1.0,2847,eco_mode,very_bright,High Activity
evening,25.29,44.34,99.37813883015198,462.7939270006881,688.8652897177908,603.1222115738435,1.0,9127,off,moderate,High Activity
evening,19.889797728322975,50.73771681965216,227.2116840061349,483.10229931428165,683.8588340343649,627.9647742869033,1.0,9211,eco_mode,very_bright,High Activity
afternoon,19.04188467653796,47.04755036514203,66.89863032329049,569.5273691595249,744.6968934296544,688.6690338531175,0.0,1482,heating_active,very_bright,High Activity
afternoon,20.22567645715648,46.08989827916019,101.70501596279114,411.94622202529985,702.2455959444374,635.4907677787174,1.0,5820,heating_active,bright,High Activity
morning,18.93605507722017,56.439568147232805,118.95133071234507,496.57567365130893,691.0062739266099,627.7535668466613,1.0,5693,off,moderate,High Activity
morning,19.488916124900282,53.418419608834554,120.62870853370593,479.9237935481339,701.0802731643116,639.0587256090834,1.0,7395,maintenance_mode,moderate,High Activity
morning,21.894076422868345,51.71714154255982,123.26706949867852,456.59439706117104,680.6827944428682,605.2133235454148,1.0,4507,maintenance_mode,moderate,High Activity
evening,21.75339954365282,46.72980565210414,122.90699058162623,447.6037075928814,678.9990571764768,600.5962446725056,1.0,1374,eco_mode,bright,High Activity
morning,21.222076506883536,52.48009562766937,107.50084941531604,493.14579490138476,541.2695300561902,599.7927446284497,1.0,4708,off,bright,High Activity
evening,23.151509110354954,48.06460405871757,100.7632994716872,457.70608637492734,691.1961305760966,604.6287155874605,1.0,9127,maintenance_mode,dim,High Activity
morning,18.358858104789803,48.331032475370186,80.38085342453245,541.0722885438804,716.1392164326692,647.5830887306541,1.0,9241,off,bright,High Activity
night,21.37197830451722,49.23,92.9027218657419,443.14773272623387,676.2236907465286,577.1175292668173,1.0,9127,off,bright,High Activity
night,18.31,53.9,33.53592819937919,497.309417533815,693.6058921938982,626.7006354274503,1.0,9658,off,very_bright,High Activity
morning,20.344174329275045,51.5,129.84156349954642,478.01110158527007,675.8408465507638,604.2801779501768,1.0,4507,heating_active,very_bright,High Activity
morning,17.21377343266939,50.63340699147701,122.94697992326451,504.28151979132764,724.7554545377808,654.7625465215565,0.0,5820,eco_mode,very_bright,High Activity
night,19.49536215417163,54.46506002811898,110.85071736833987,452.7711729099821,654.5416863052931,579.3577815147349,1.0,3856,heating_active,very_bright,High Activity
night,18.557377202100437,50.92130702768922,125.42204763736538,467.6069107264499,709.9824796643755,647.9004939616984,1.0,5820,heating_active,moderate,High Activity
morning,19.077307238770082,50.790464675797494,112.42817656860029,450.61055232017225,698.4046314859785,626.227069452064,1.0,2105,eco_mode,very_bright,High Activity
evening,23.12689598191445,51.88,115.40357632429426,418.3716536901871,681.8963957415504,607.3236887128913,1.0,9658,eco_mode,dim,High Activity
evening,19.002663743143433,54.625235221401546,79.94644259319195,540.391291987221,715.9825531572171,651.8628625462162,0.0,6528,heating_active,bright,High Activity
afternoon,21.00522152655112,46.635,101.8538360804447,379.8771277041092,702.0597863794769,636.427350272721,2.0,5820,maintenance_mode,moderate,High Activity
evening,23.518380442726805,44.84819813124684,107.5056175370648,453.1514704088098,691.0239508630763,609.0796453771145,1.0,8374,off,moderate,High Activity
afternoon,23.35262596068049,47.53546225134778,104.33616440035743,490.5271291839124,697.059310658713,624.4209914962449,1.0,1826,eco_mode,very_bright,High Activity
night,20.627070374261855,48.54579694163122,120.40834461706848,468.9538824248741,693.8646310200568,606.7151948271498,1.0,2105,maintenance_mode,very_bright,High Activity
afternoon,19.096220847710384,50.624266642492806,91.29067854753035,525.5430413217107,702.5690163290731,618.5972186797524,0.0,7241,eco_mode,very_bright,High Activity
evening,21.78292190010786,51.5,123.39460294535047,467.6838194209176,673.3047331085573,602.8679375832754,1.0,4507,maintenance_mode,moderate,High Activity
morning,19.341648657277197,53.04018813866392,116.83729535447203,493.7854287035146,699.8215584949038,627.9978971207537,1.0,9658,heating_active,moderate,High Activity
morning,24.161495952499227,53.40462854559587,166.59195685387243,509.2949606147773,705.2209783880553,645.7347312645408,1.0,9658,heating_active,moderate,High Activity
afternoon,22.759480728378033,51.69861061065753,118.5032450952878,456.86693511186894,673.7939669128627,599.6672437224727,1.0,4507,maintenance_mode,moderate,High Activity
night,20.08390267065074,49.44062578497947,113.21269451616858,451.08757115934077,694.7080561666886,623.2155320952997,1.0,2105,ventilation_only,dim,High Activity
afternoon,28.073051540081934,46.987095700139406,115.31457823812934,455.80531195558683,679.4321576392123,611.0673387895641,1.0,4507,maintenance_mode,moderate,High Activity
afternoon,22.488145603938538,49.40854623200373,120.63992477977277,450.8883793975502,688.8139409786831,607.7932553875239,1.0,4507,maintenance_mode,bright,High Activity
night,20.32197837951406,50.583363245173906,98.25511289775805,483.4606227753412,697.0621882596483,627.6176968545868,1.0,9241,heating_active,bright,High Activity
evening,21.466357414540912,47.10451431666484,107.9091144899668,425.6343896800747,693.3284573713823,632.2668223069605,1.0,5820,maintenance_mode,dim,High Activity
afternoon,20.18543892323797,49.81116990532468,107.92870943485556,503.7633336005583,710.7732018714968,630.6893928734249,1.0,4129,heating_active,dim,High Activity
evening,19.540335671829496,50.406048888656976,106.67517269675426,466.86726770750596,700.3242749225948,623.4913225891707,2.0,5172,heating_active,moderate,High Activity
morning,20.384431085366245,54.42007955166242,20.417034176215665,464.4482148400216,562.0862998651234,602.2909648476416,1.0,4507,heating_active,dim,High Activity
morning,20.131565618173582,55.068846105806436,114.43418040655855,435.1733415984347,676.9152961479889,603.8471488070215,1.0,9385,heating_active,moderate,High Activity
morning,20.02197973193049,55.45895089899357,113.99822540090209,512.4319656741126,685.7267301090912,613.0643009687955,1.0,1458,maintenance_mode,bright,High Activity
night,18.282890442334306,48.62484848226642,122.41687774429231,491.90736967923533,699.4817819390333,644.7236164259579,1.0,6431,eco_mode,dim,High Activity
evening,18.31874717900255,52.346723983776236,87.009852213489,534.3432746056471,728.6110730435995,667.3316398316157,1.0,9241,heating_active,moderate,High Activity
morning,18.773687961113016,52.38814466799863,115.81029060598782,445.58463485162065,665.3474201412067,594.2878172501489,1.0,4129,cooling_active,dim,High Activity
morning,21.29313149855632,46.37879563494227,116.7885924709285,452.5147236034205,677.9626364721915,620.0376734855347,1.0,6431,off,very_bright,High Activity
night,20.5706415557122,48.33347008229153,116.75355212734922,443.9086115897865,693.6762631865683,621.0041584681904,1.0,2105,heating_active,bright,High Activity
afternoon,18.93448772711996,54.58050430267603,113.93731497939075,446.22697424046225,693.0693483335832,630.9749977739973,1.0,3074,maintenance_mode,moderate,High Activity
